experiment,study_title,type,authors,journal
protein-floor-high-protein-intake,"Impact of protein intake during weight loss on preservation of fat-free mass, resting energy expenditure, and physical function in overweight postmenopausal women: a randomized controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Moderate carbohydrate, moderate protein weight loss diet reduces cardiovascular disease risk compared to high carbohydrate, low protein diet in obese adults: a randomized clinical trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,A moderate-protein diet produces sustained weight loss and long-term changes in body composition and blood lipids in obese adults,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of protein intake and gender on body composition changes: a randomized clinical weight loss trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of high-protein diets on fat-free mass and muscle protein synthesis following weight loss: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Protein, weight management, and satiety",REV,Health Commons,Review
protein-floor-high-protein-intake,"The macronutrients, appetite, and energy intake",REV,Health Commons,Review
protein-floor-high-protein-intake,Dietary protein and energy balance in relation to obesity and co-morbidities,REV,Health Commons,Review
protein-floor-high-protein-intake,"Dietary protein, weight loss, and weight maintenance",REV,Health Commons,Review
protein-floor-high-protein-intake,The role of higher protein diets in weight control and obesity-related comorbidities,REV,Health Commons,Review
protein-floor-high-protein-intake,Protein Recommendations for Weight Loss in Elite Athletes: A Focus on Body Composition and Performance,REV,Health Commons,Review
protein-floor-high-protein-intake,The role of protein in weight loss and maintenance,REV,Health Commons,Review
protein-floor-high-protein-intake,The effects of increased protein intake on fullness: a meta-analysis and its limitations,MA,Health Commons,Review
protein-floor-high-protein-intake,Dietary strategies for weight loss maintenance,REV,Health Commons,Review
protein-floor-high-protein-intake,"Effect of short- and long-term protein consumption on appetite and appetite-regulating gastrointestinal hormones, a systematic review and meta-analysis of randomized controlled trials",MA,Health Commons,Review
protein-floor-high-protein-intake,Protein Intake Greater than the RDA Differentially Influences Whole-Body Lean Mass Responses to Purposeful Catabolic and Anabolic Stressors: A Systematic Review and Meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,Are dietary proteins the key to successful body weight management? A systematic review and meta-analysis of studies assessing body weight changes after interventions with increased dietary protein,MA,Health Commons,Review
protein-floor-high-protein-intake,Enhanced protein intake on maintaining muscle mass during weight loss interventions in adults with overweight or obesity: a systematic review and meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,"Energy intake, ghrelin, and cholecystokinin after different carbohydrate and protein preloads in overweight men",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Appetite regulatory hormone responses to various dietary proteins differ by body mass index status despite similar reductions in ad libitum energy intake,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effects of a high-protein ketogenic diet on hunger, appetite, and weight loss in obese men feeding ad libitum",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein leverage affects energy intake of high-protein diets in humans,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein leverage effects of beef protein on energy intake in humans,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Higher-protein diets improve indexes of sleep in energy-restricted overweight and obese adults: results from 2 randomized controlled trials,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Appetite Suppression and Altered Food Preferences Coincide with Changes in Appetite-Mediating Hormones During Energy Deficit at High Altitude, But Are Not Affected by Protein Intake",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"A high-protein total diet replacement alters the regulation of food intake and energy homeostasis in healthy, normal-weight adults",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Severe negative energy balance during 21 d at high altitude decreases fat-free mass regardless of dietary protein intake: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Higher protein intake preserves lean mass and satiety with weight loss in pre-obese and obese women,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of dietary protein content on weight gain, energy expenditure, and body composition during overeating: a randomized controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Relatively high-protein or 'low-carb' energy-restricted diets for body weight loss and body weight maintenance?,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Supplementing an energy adequate, higher protein diet with protein does not enhance fat-free mass restoration after short-term severe negative energy balance",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"A high-protein total diet replacement increases energy expenditure and leads to negative fat balance in healthy, normal-weight adults",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,High protein intake sustains weight maintenance after body weight loss in humans,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Additional protein intake limits weight regain after weight loss in humans,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Normal protein intake is required for body weight loss and weight maintenance, and elevated protein intake for additional preservation of resting energy expenditure and fat free mass",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein supplements after weight loss do not improve weight maintenance compared with recommended dietary protein intake despite beneficial effects on appetite sensation and energy expenditure: a randomized controlled double-blinded trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Gut microbiome remodeling and metabolomic profile improves in response to protein pacing with intermittent fasting versus continuous caloric restriction,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of a high-protein breakfast on the postprandial ghrelin response,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Timed-daily ingestion of whey protein and exercise training reduces visceral adipose tissue mass and improves insulin resistance: the PRISE study,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Hypoenergetic diet-induced reductions in myofibrillar protein synthesis are restored with resistance training and balanced daily protein ingestion in older men,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of the daily consumption of protein enriched bread and protein enriched drinking yoghurt on the total protein intake in older adults in a rehabilitation centre: A single blind randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effects of Dietary Protein and Fiber at Breakfast on Appetite, Ad Libitum Energy Intake at Lunch, and Neural Responses to Visual Food Stimuli in Overweight Adults",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-Pacing and Multi-Component Exercise Training Improves Physical Performance Outcomes in Exercise-Trained Women: The PRISE 3 Study,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-Pacing Caloric-Restriction Enhances Body Composition Similarly in Obese Men and Women during Weight Loss and Sustains Efficacy during Long-Term Weight Maintenance,RCT,Health Commons,Journal Article
